/home/rogerg/Documents/autonomous_pedestrian_project/navi/torch-rl/scripts/train.py --algo ppo --env MiniGrid-GridCity-4S30Static-v0 --model GridCityTest --save-interval 10 --recurrence=8 --text

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, difficulty=1, discount=0.99, entropy_coef=0.01, env='MiniGrid-GridCity-4S30Static-v0', epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, mem=True, model='GridCityTest', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=8, save_interval=10, seed=1, tb=False, text=True, value_loss_coef=0.5)

Model successfully created

ACModel(
  (memory_rnn): LSTMCell(75, 75)
  (word_embedding): Embedding(500, 32)
  (text_rnn): GRU(32, 128, batch_first=True)
  (actor): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=203, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

CUDA available: True

U 57 | F 116736 | FPS 0785 | D 125 | Difficulty 3 | rR:μσmM 0.45 0.49 0.00 0.99 | F:μσmM 6.0 4.0 1.0 34.0 | H 0.812 | V 0.528 | pL -0.007 | vL 0.003 | grad 0.032
U 58 | F 118784 | FPS 0788 | D 128 | Difficulty 3 | rR:μσmM 0.49 0.49 0.00 0.99 | F:μσmM 5.7 3.3 1.0 19.0 | H 0.751 | V 0.583 | pL -0.003 | vL 0.006 | grad 0.040
U 59 | F 120832 | FPS 0786 | D 130 | Difficulty 3 | rR:μσmM 0.51 0.49 0.00 0.99 | F:μσmM 5.8 3.5 1.0 21.0 | H 0.725 | V 0.614 | pL -0.013 | vL 0.000 | grad 0.017
U 60 | F 122880 | FPS 0813 | D 133 | Difficulty 3 | rR:μσmM 0.48 0.49 0.00 0.99 | F:μσmM 5.6 3.3 1.0 17.0 | H 0.771 | V 0.577 | pL -0.001 | vL 0.000 | grad 0.011
Model successfully saved
U 61 | F 124928 | FPS 0833 | D 135 | Difficulty 3 | rR:μσmM 0.50 0.49 0.00 0.99 | F:μσmM 5.4 3.2 1.0 17.0 | H 0.734 | V 0.625 | pL 0.003 | vL 0.003 | grad 0.030
U 62 | F 126976 | FPS 0780 | D 138 | Difficulty 3 | rR:μσmM 0.46 0.49 0.00 0.99 | F:μσmM 5.3 3.1 1.0 16.0 | H 0.729 | V 0.620 | pL 0.000 | vL 0.005 | grad 0.039
U 63 | F 129024 | FPS 0774 | D 140 | Difficulty 3 | rR:μσmM 0.46 0.49 0.00 0.99 | F:μσmM 5.5 3.5 1.0 23.0 | H 0.827 | V 0.546 | pL -0.004 | vL 0.003 | grad 0.022
U 64 | F 131072 | FPS 0782 | D 143 | Difficulty 3 | rR:μσmM 0.49 0.49 0.00 0.99 | F:μσmM 5.8 3.4 1.0 18.0 | H 0.790 | V 0.605 | pL 0.006 | vL 0.001 | grad 0.024
U 65 | F 133120 | FPS 0789 | D 146 | Difficulty 3 | rR:μσmM 0.44 0.49 0.00 0.99 | F:μσmM 5.5 8.2 1.0 150.0 | H 0.789 | V 0.591 | pL 0.004 | vL 0.001 | grad 0.019
U 66 | F 135168 | FPS 0743 | D 148 | Difficulty 3 | rR:μσmM 0.45 0.49 0.00 0.99 | F:μσmM 5.6 3.7 1.0 24.0 | H 0.811 | V 0.559 | pL -0.003 | vL 0.000 | grad 0.013
U 67 | F 137216 | FPS 0790 | D 151 | Difficulty 3 | rR:μσmM 0.51 0.49 0.00 0.99 | F:μσmM 5.5 3.2 1.0 18.0 | H 0.787 | V 0.628 | pL 0.002 | vL 0.002 | grad 0.031
U 68 | F 139264 | FPS 0804 | D 154 | Difficulty 3 | rR:μσmM 0.49 0.49 0.00 0.99 | F:μσmM 5.8 4.1 1.0 27.0 | H 0.799 | V 0.624 | pL 0.009 | vL 0.004 | grad 0.051
U 69 | F 141312 | FPS 0780 | D 156 | Difficulty 3 | rR:μσmM 0.56 0.48 0.00 0.99 | F:μσmM 5.9 5.9 1.0 100.0 | H 0.716 | V 0.690 | pL -0.007 | vL 0.000 | grad 0.016
U 70 | F 143360 | FPS 0778 | D 159 | Difficulty 3 | rR:μσmM 0.53 0.49 0.00 0.99 | F:μσmM 5.4 3.1 1.0 20.0 | H 0.751 | V 0.645 | pL -0.003 | vL 0.000 | grad 0.014
Model successfully saved
U 71 | F 145408 | FPS 0763 | D 162 | Difficulty 3 | rR:μσmM 0.51 0.49 0.00 0.99 | F:μσmM 5.6 3.1 1.0 14.0 | H 0.765 | V 0.635 | pL 0.005 | vL 0.001 | grad 0.014
U 72 | F 147456 | FPS 0770 | D 164 | Difficulty 3 | rR:μσmM 0.51 0.49 0.00 0.99 | F:μσmM 5.8 3.6 1.0 21.0 | H 0.730 | V 0.647 | pL 0.001 | vL 0.000 | grad 0.015
U 73 | F 149504 | FPS 0765 | D 167 | Difficulty 3 | rR:μσmM 0.43 0.49 0.00 0.99 | F:μσmM 5.2 3.2 1.0 22.0 | H 0.827 | V 0.558 | pL -0.006 | vL 0.000 | grad 0.013
U 74 | F 151552 | FPS 0771 | D 170 | Difficulty 3 | rR:μσmM 0.42 0.48 0.00 0.99 | F:μσmM 5.2 3.2 1.0 18.0 | H 0.845 | V 0.547 | pL -0.004 | vL 0.000 | grad 0.012
U 75 | F 153600 | FPS 0718 | D 172 | Difficulty 3 | rR:μσmM 0.41 0.48 0.00 0.99 | F:μσmM 4.9 3.2 1.0 16.0 | H 0.829 | V 0.553 | pL -0.001 | vL 0.000 | grad 0.013
U 76 | F 155648 | FPS 0738 | D 175 | Difficulty 3 | rR:μσmM 0.40 0.48 0.00 0.99 | F:μσmM 5.1 3.2 1.0 20.0 | H 0.859 | V 0.509 | pL 0.006 | vL 0.006 | grad 0.050
U 77 | F 157696 | FPS 0758 | D 178 | Difficulty 3 | rR:μσmM 0.45 0.49 0.00 0.99 | F:μσmM 5.0 3.3 1.0 18.0 | H 0.757 | V 0.630 | pL -0.003 | vL 0.000 | grad 0.019
U 78 | F 159744 | FPS 0760 | D 181 | Difficulty 3 | rR:μσmM 0.49 0.49 0.00 0.99 | F:μσmM 5.1 2.9 1.0 18.0 | H 0.745 | V 0.627 | pL -0.003 | vL 0.000 | grad 0.011
U 79 | F 161792 | FPS 0763 | D 183 | Difficulty 3 | rR:μσmM 0.52 0.49 0.00 0.99 | F:μσmM 5.3 2.9 1.0 14.0 | H 0.741 | V 0.647 | pL 0.004 | vL 0.000 | grad 0.010
U 80 | F 163840 | FPS 0797 | D 186 | Difficulty 3 | rR:μσmM 0.58 0.48 0.00 0.99 | F:μσmM 5.8 3.1 1.0 26.0 | H 0.743 | V 0.660 | pL 0.002 | vL 0.000 | grad 0.013
Model successfully saved
U 81 | F 165888 | FPS 0798 | D 188 | Difficulty 3 | rR:μσmM 0.53 0.49 0.00 0.99 | F:μσmM 5.6 3.3 1.0 20.0 | H 0.757 | V 0.647 | pL 0.002 | vL 0.000 | grad 0.021
U 82 | F 167936 | FPS 0813 | D 191 | Difficulty 3 | rR:μσmM 0.51 0.49 0.00 0.99 | F:μσmM 5.3 2.9 1.0 15.0 | H 0.793 | V 0.633 | pL -0.001 | vL 0.001 | grad 0.014
U 83 | F 169984 | FPS 0778 | D 194 | Difficulty 3 | rR:μσmM 0.53 0.49 0.00 0.99 | F:μσmM 5.7 3.5 1.0 27.0 | H 0.760 | V 0.676 | pL 0.005 | vL 0.003 | grad 0.041
U 84 | F 172032 | FPS 0788 | D 196 | Difficulty 3 | rR:μσmM 0.55 0.48 0.00 0.99 | F:μσmM 5.9 3.4 1.0 18.0 | H 0.760 | V 0.665 | pL -0.001 | vL 0.000 | grad 0.022
U 85 | F 174080 | FPS 0792 | D 199 | Difficulty 3 | rR:μσmM 0.54 0.49 0.00 0.99 | F:μσmM 5.6 3.5 1.0 24.0 | H 0.728 | V 0.697 | pL 0.004 | vL 0.003 | grad 0.030
